,Canonical_smiles,Murcko,ClassC,No
450,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,O=C(NCC1CNC2Cc3c[nH]c4cccc(c34)C2C1)OCc1ccccc1,0,7306
3704,NC(=O)n1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4nccs4)c5cc(ccc15)C(F)(F)F,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(c3nccs3)CC2)C1,0,8205
3003,OC(=O)C1(F)CCN(CC1)C2CC[C@@]3(C2)Cc4ccccc4Cc5ccccc35,c1ccc2c(c1)Cc1ccccc1C1(CCC(N3CCCCC3)C1)C2,0,2883
4411,C(CN(c1ccccc1)c2ccccc2)NCCc3ccccc3,c1ccc(CCNCCN(c2ccccc2)c2ccccc2)cc1,1,6002
2473,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccccc6)n3C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,844
177,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,c1ccc(CC2CCCCC2)cc1,0,2885
440,CCN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,0,8176
7618,Fc1cc(cc(F)c1OCCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)C#N,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,4000
1120,CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4ccc5ccccc5c4)c6ccccc36)c7ccccc17,O=C1NC(=O)C(c2cn(-c3ccc4ccccc4c3)c3ccccc23)=C1c1n[nH]c2ccccc12,1,7416
5911,[2H]C(Nc1cc(cc2ncc(cc12)N3CCN(CC3)C(=O)C)C(F)(F)F)c4cccc(c4)[N+](=O)[O-],c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1,0,5000
7033,CCS(=O)(=O)C1CCN(CC1)C(=O)c2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2,O=C(c1ccc(CC2CCC(Cc3ccccc3)N2)cc1)N1CCCCC1,0,5982
4595,CC1CN(CCc2ccc(cc2)[N+](=O)[O-])CCN1CCc3ccc(cc3)[N+](=O)[O-],c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,1819
2840,Fc1ccc(cc1)[C@H]2CC(=NN2c3ccc(cc3)C#N)c4ccc5NC(=O)Oc5c4,O=c1[nH]c2ccc(C3=NN(c4ccccc4)C(c4ccccc4)C3)cc2o1,1,3403
7763,CN(CCN1CC2CN(CCOc3c(F)cccc3F)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,4112
84,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,O=C1NCc2cncn2-c2ccccc21,0,7950
317,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0,6333
7428,Fc1cc(ccc1OCCN2CC3CN(CCNS(=O)(=O)c4ccc5OCCc5c4)CC(C2)O3)C#N,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccc2c(c1)CCO2,0,2170
4680,O[C@@]12CC3CC(C1)[C@H](NC(=O)c4cnc(nc4C5CC5)N6CCOCC6)C(C3)C2,O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCOCC2)nc1C1CC1,0,3442
1509,CC1=Nc2c(cccc2C(F)(F)F)C(=O)N1c3ccc(OCCCN4CCCC4)cc3,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,1,7490
4256,CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CC5CCC(C4)O5,c1cc(N2CC3CCC(C2)O3)nc(-c2ccc3[nH]ccc3c2)n1,0,15
5234,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCO)c4ccc(Cl)cc4,O=C(NCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,4089
3383,CNS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7ccccc7,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,0,796
995,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)c7cc(C)nn7C)n3C,c1cc(-c2nnc(SCCCN3CCc4cc5nc(-c6ccn[nH]6)oc5cc4CC3)[nH]2)c2cccnc2c1,1,5074
4081,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N([C@H](C)c4ccccc4)[C@H](C)c5ccccc5)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(Cc1ccccc1)Cc1ccccc1,1,3911
8272,COc1ccc(CN(CC(=O)N2CCC3(CC2)CNC3)c4ccc(cc4)C#N)cc1F,O=C(CN(Cc1ccccc1)c1ccccc1)N1CCC2(CC1)CNC2,0,4510
7272,CC(C)(C)NC(=O)C1N(Cc2ccccc2c3ccccc3)C(=O)c4ccc(cc14)C#N,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,2887
4123,FC(F)(F)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2)cc1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,0,6815
5919,CCOC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4cnc(C)cn4,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1cnccn1,0,944
2316,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccc(CCC(=O)O)cc3,c1ccc(OCCCNCCc2ccc3ccccc3c2)cc1,1,8155
2198,C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)NC4CCC4,O=S(=O)(NC1CCC1)c1ccc(-c2ccc(CCN3CCCC3)cc2)cc1,1,4004
4642,C[C@@H](NC(=O)Cc1ccc(cc1)c2ocnc2C)c3ccc(OCC(F)(F)F)cn3,O=C(Cc1ccc(-c2cnco2)cc1)NCc1ccccn1,0,1482
574,Cc1cccc(C)c1NC(=O)CC23CCCN2CCC3,O=C(CC12CCCN1CCC2)Nc1ccccc1,0,4596
944,CCN1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,O=C(Nc1ccccc1)c1ccc(-c2ccc(CN3CCNCC3)cn2)cc1,0,6110
643,FC(F)Oc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,7750
1496,Nc1ccc(cc1NC(=O)c2ccc(cc2)C(=O)N3CCC4(CCCN4)CC3)c5cccs5,O=C(Nc1cccc(-c2cccs2)c1)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,0,1806
2803,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0,260
133,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,c1ccccc1,0,7126
5807,O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)[C@@H]3CCc4ccnn34)cc2)N1)c5cccnc5,O=C(Nc1ccc(CC2CCC(Cc3cccnc3)N2)cc1)C1CCc2ccnn21,0,3509
6719,Fc1cnc2ccc(OC3CCC3)nc2c1CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OC7CCC7)nc56)(CC3)OC4)nc2N1,1,2053
7206,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1C5CCOCC5,c1ccc(N2CCC3CN(CCCSc4nnc(C5CCOCC5)[nH]4)CC32)cc1,1,4194
7471,CN(CCN1CC2CN(Cc3ccc(cc3F)C#N)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1,0,4327
2237,CCNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3,c1cc(N2CCOCC2)cc(CCc2ncco2)n1,1,4172
7680,COc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,2806
8079,CCOC(=O)C1=C(CN2CCO[C@H](CCC(=O)O)C2)NC(=N[C@H]1c3ccc(F)cc3Br)c4nccs4,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,0,1738
2253,O=C(NC1CC1c2ccccc2)N3CCC(CC3)n4ccnn4,O=C(NC1CC1c1ccccc1)N1CCC(n2ccnn2)CC1,0,5549
6203,CC(C)C(=O)NCc1cnc(C(F)F)c(c1)C(=O)Nc2nc(C)c([nH]2)c3ccc(cc3)C(F)(F)F,O=C(Nc1ncc(-c2ccccc2)[nH]1)c1cccnc1,1,8263
495,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,0,4642
2254,COc1ccc2OC(C(C)S(=O)(=O)c2c1)c3ccc(OCCCN4CCCC4)cc3,O=S1(=O)CC(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc21,1,5166
2026,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)N4CC(C4)N5CCS(=O)(=O)CC5)c2,O=C(NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CC(N2CCS(=O)(=O)CC2)C1,0,3195
233,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,O=c1cc[nH]c2nc(N3CCNCC3)ccc12,0,5978
6630,CCn1cc(cn1)N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2,c1ccc2c(c1)ncn1nc(CN3CCN(c4cn[nH]c4)CC3)nc21,0,320
280,CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,0,7947
367,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,O=c1oc2ccccc2cc1Cc1ccccc1,0,5276
7478,Fc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCc4ccccc4F)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,6641
452,COc1nc(C)nc(Cl)c1NC2=NCCN2,c1ncc(NC2=NCCN2)cn1,0,115
95,CC(C)NCC(O)c1ccc(O)c(O)c1,c1ccccc1,0,7472
6826,CS(=O)(=O)c1ccc(cc1)c2cnn3ccc(nc23)c4cccc(c4)S(=O)(=O)C5CC5,O=S(=O)(c1cccc(-c2ccn3ncc(-c4ccccc4)c3n2)c1)C1CC1,1,1792
8318,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)cc4F,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,2432
7613,CS(=O)(=O)NCCN1CC2CN(CCOc3ccc(cc3)C#N)CC(C1)O2,c1ccc(OCCN2CC3CNCC(C2)O3)cc1,0,2042
2906,COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1,c1ccc2c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)ccnc2c1,1,7352
7127,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5ccncc5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5ccncc5)[nH]4)CC32)cc1,1,7140
4793,CCN(CCO)C(=O)c1cc2cccnn2c1c3cccc(c3)C(F)(F)F,c1ccc(-c2ccc3cccnn23)cc1,0,768
2481,Cn1c(SCCCN2C[C@@H]3C[C@@]3(C2)c4ccc(cc4)C(F)(F)F)nnc1c5ccccc5,c1ccc(-c2nnc(SCCCN3CC4CC4(c4ccccc4)C3)[nH]2)cc1,1,4138
2444,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)C(C)(C)C)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,2269
4650,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,c1ccc(CNc2ccc3ncn(-c4cc[nH]n4)c3n2)nc1,0,7280
3340,Cc1c2CCCN3CCCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,O=C1CCCc2c1cc1n2-c2cccc(c2)NCC2CCCCN2CCC1,1,8290
90,NC(=N)N\N=C\c1c(Cl)cccc1Cl,c1ccccc1,0,497
791,C[C@H]1CCCN1CCCOc2ccc(cc2)N3CCN(CC3=O)C(=O)c4ccc(cc4)C#N.OC=O,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1,0,6939
1214,CCc1oc2c(C)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,3279
3816,OC(=O)CCC(=O)N1CCc2cc(ccc12)c3noc(n3)c4cc(OC(F)(F)F)cc(c4)C#N,c1ccc(-c2nc(-c3ccc4c(c3)CCN4)no2)cc1,0,1525
2468,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Cl)c(Cl)c5)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,3877
409,Cl.Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,1,699
990,CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N,c1ccccc1,0,6459
5189,Fc1cc(ccc1N2CCC(=CC#N)CC2)N3C[C@H](Cn4ccnn4)OC3=O,C=C1CCN(c2ccc(N3CC(Cn4ccnn4)OC3=O)cc2)CC1,0,3928
246,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,,0,3430
2357,Fc1cc(ccn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,c1cc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)ccn1,1,7988
3616,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccnc4,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3cccnc3)CC2)C1,0,394
6897,CC1CC(Cc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4)CCN1,c1ccc(Cn2c(CC3CCNCC3)nc3ccccc32)cc1,1,2702
731,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCCOc6ccccc6)c2)CC1,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)cs1)CCOc1ccccc1,1,7600
4264,CNC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,O=C1c2ccc(-c3ccccc3)cc2CCN1CCN1CCCC1,0,4768
1192,CN1CCCC(CN2c3ccccc3Sc4ccccc24)C1,c1ccc2c(c1)Sc1ccccc1N2CC1CCCNC1,0,7670
4364,Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)c5cnc(O)nc5)c6cc(O)ncn6,O=C1N(c2ccc(-c3cncnc3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ccncn1,0,520
179,CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,1,5361
3140,FC(F)(F)c1ccc(COC2=CC(=O)N(C=C2)c3ccc(OCCN4CCCC4)cc3)cc1,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,3291
8024,CC1=C(Nc2cc(F)cc(F)c2C1=O)c3ccc(cc3)N4CCC(F)(F)C4,O=c1cc(-c2ccc(N3CCCC3)cc2)[nH]c2ccccc12,0,3254
2644,OCC(N1CCOCC1)c2ccccc2,c1ccc(CN2CCOCC2)cc1,0,402
3255,COc1ccc(cc1)[C@H]2CN(CCCC3CCOCC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,O=C(CC1CN(CCCC2CCOCC2)CC1c1ccccc1)Nc1ccccc1,1,6063
6464,COc1cc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2nc1C#N,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,339
7697,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cnccn5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnccn4)[nH]2)C3)cc1,1,2881
853,CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)N(C)C(=O)c3ccc(F)cc3.OC(=O)C(F)(F)F,O=C(Nc1ccc(CCC(=O)N2CCCC2)cc1)c1ccccc1,0,8050
2799,Cl.CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,O=C(Nc1ccccc1)C1CCCCN1,0,1189
3221,C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(CC1)c2ccc(F)cc2)N(O)C=O)c3ncc(F)cn3,O=S(=O)(CCCCc1ncccn1)N1CCN(c2ccccc2)CC1,0,4538
5659,Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)NC(c3ccccc3)c4ccccc4)N5CCOCC5,O=C(NC(c1ccccc1)c1ccccc1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,8234
7393,CNCC(=O)N1CCC(CC1)n2nc(C)c(Nc3ncc(Cl)c(n3)c4cnn5ccccc45)c2C,c1ccn2ncc(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)c2c1,0,4618
7198,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cccnc5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cccnc5)[nH]4)CC32)cc1,1,1101
2977,CC(C)(N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccccc4,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,6535
7884,NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3COCC[C@@H]3C#N,c1cc(Nc2ccn(C3CCCOC3)n2)ccn1,0,2868
4487,COc1cnc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCC(F)(F)F)nc4,O=C(NC1COc2cccc(-c3cnccn3)c2C1)c1cccnc1,0,1971
4285,COc1c(cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1C(C)(C)C)C(C)(C)C,c1ccc(CN2CCN(CCCCCC(c3ccccc3)c3ccccc3)CC2)cc1,1,1212
1869,Clc1cc(Cl)cc(c1)C(=O)NCC2CCN(Cc3ccc(Br)nc3)CC2,O=C(NCC1CCN(Cc2cccnc2)CC1)c1ccccc1,1,1166
39,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,c1ccccc1,0,4048
3241,COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,O=C(NCC1CN(CCc2ccccc2)CC1c1ccccc1)c1ccccc1,1,30
2067,COc1ccc(CN[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(C(=O)N4CCCC4)c5ccccc5)C(C)(C)C2)cc1,O=C(C1CCC(NCc2ccccc2)CC1)N1CCC(C(=O)N2CCCC2)(c2ccccc2)CC1,1,2080
1122,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,O=C(OC1CC2CCC(C1)N2)c1ccccc1,1,2326
7504,Cc1onc(C)c1CN(Cc2ccc(cc2)C#N)S(=O)(=O)CCN3CC4CN(Cc5c(C)onc5C)CC(C3)O4,O=S(=O)(CCN1CC2CN(Cc3cnoc3)CC(C1)O2)N(Cc1ccccc1)Cc1cnoc1,0,1983
136,CC(C)Cc1ccc(cc1)C(C)C(=O)O,c1ccccc1,0,3635
6375,N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,c1cc(Nc2ccnc(NC3CCCCC3)n2)c2[nH]ccc2c1,0,5827
2783,CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3cnc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,O=C(c1ccccc1)N1CCN(c2cnccn2)CC1,0,1967
3424,CCN(CC)S(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4,O=c1c2ccccc2ccc2ncc(-c3cn[nH]c3)cc12,0,2487
506,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)c3c[nH]c4ccccc34,O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,0,5356
2728,C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1,1,2069
1639,CC(C)(C)CCN1CCC(CNC(=O)Nc2cccc(Cl)c2)(CC1)c3ccccc3,O=C(NCC1(c2ccccc2)CCNCC1)Nc1ccccc1,1,5837
4605,CCOc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,1,6661
4292,CC(C)(C)c1ccc(cc1)C(=O)NCC2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4,O=C(NCC1CCN(C(=O)CCCCC(c2ccccc2)c2ccccc2)C1)c1ccccc1,1,6620
5813,OC(=O)C[C@@H]1CC[C@@H](CC1)Oc2ccc(NC(=O)c3oc(Nc4ccc(F)c(F)c4)nn3)cn2,O=C(Nc1ccc(OC2CCCCC2)nc1)c1nnc(Nc2ccccc2)o1,0,2478
462,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,c1ccccc1,0,5168
2039,Cc1cnn(c1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(F)cc5,c1ccc(Cn2c(N3CCC(n4cccn4)CC3)nc3ccccc32)cc1,1,2439
7561,Cc1[nH]c2ccccc2c1CN3CC4CN(CCNS(=O)(=O)c5ccc(cc5)C#N)CC(C3)O4,O=S(=O)(NCCN1CC2CN(Cc3c[nH]c4ccccc34)CC(C1)O2)c1ccccc1,0,5620
1351,CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,c1cc(N2CCOCC2)ncn1,0,2378
181,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,c1ccccc1,0,7149
5314,CCNc1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1,0,6316
5876,C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4cc[nH]n4,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,0,5239
7089,Cl.Cn1cc(cn1)c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3,O=C1CCc2c(Oc3ccc4c(c3)CC(NC(=O)c3cccc(-c5cn[nH]c5)c3)CC4)ccnc2N1,0,6225
2716,Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)NCc4ccccc4,O=C(NCc1ccccc1)N(c1ccccc1)C1CCN(C2CCCC2)CC1,1,5720
7832,CCOC(=O)C1=C(CN2CCOC[C@@H]2C(=O)O)NC(=N[C@@H]1c3ccc(Cl)cc3Cl)c4nccs4,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,0,4053
7941,Nc1nc(NCc2cc(on2)C3CC3)c4c(ccn4Cc5ccccn5)n1,c1ccc(Cn2ccc3ncnc(NCc4cc(C5CC5)on4)c32)nc1,1,3058
7298,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCN(C)CC5)c(F)c4,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CCNCC3)cc2)C1,0,6880
1855,CCC(C)C(C)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,O=C(NCC1CCNCC1)c1ccccc1,1,7398
5178,C[n+]1c(CCc2ccccc2)cccc1CCc3ccccc3,c1ccc(CCc2cccc(CCc3ccccc3)[nH+]2)cc1,1,3353
993,Cn1c(SCCCN2CCc3ccc4oc(nc4c3CC2)C(F)(F)F)nnc1c5ccccc5,c1ccc(-c2nnc(SCCCN3CCc4ccc5ocnc5c4CC3)[nH]2)cc1,1,8082
6602,CNC(=O)c1ccc(c(N)n1)c2cc(Cl)cc(Cl)c2Cl,c1ccc(-c2cccnc2)cc1,0,2464
1735,O=C1[C@H]2CCN1c3cccc4ccc(Oc5cc(Cn6cncc6CCN2)ccc5C#N)cc34,O=C1C2CCN1c1cccc3ccc(cc13)Oc1cccc(c1)Cn1cncc1CCN2,1,6471
7295,Cc1c(NS(=O)(=O)C)ccc2C(N(Cc3ccccc3c4ccccc4)C(=O)c12)C(=O)NC(C)(C)C,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,8213
1217,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1,0,629
320,CCCNC(C)C(=O)Nc1ccccc1C,c1ccccc1,0,6129
6143,Cl.CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H]([C@@H]1O)C(=O)N(C2CC2)c3ccc(cn3)C(C)C,O=C(C1CCCNC1)N(c1ccccn1)C1CC1,0,1057
1600,CN1CCN(CC1)c2cccc(n2)c3cc(NC(=O)C)nc(n3)n4nc(C)cc4C,c1cc(-c2ccnc(-n3cccn3)n2)nc(N2CCNCC2)c1,1,3409
2046,Cl.Cc1ccc(cc1)C(=O)N2CCN(C(=O)C2)c3ccc(OC4CCN(CC4)C5CCC5)cc3,O=C(c1ccccc1)N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(=O)C1,0,6777
