,Canonical_smiles,Murcko,ClassD,No
1678,Cc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,3109
7812,CN1N=C(C=CC1=O)N2CC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)CC2=O,O=C1OCc2cc(CCN3CCC4(CC3)CC(=O)N(c3ccc(=O)[nH]n3)C4)ccc21,0,2659
45,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,0,6263
3000,OC(=O)[C@]12C[C@H]1CN(C2)C3CC[C@@]4(C3)Cc5ccccc5Cc6ccccc46,c1ccc2c(c1)Cc1ccccc1C1(CCC(N3CC4CC4C3)C1)C2,0,4913
8232,CN(Cc1ccccn1)Cc2ccccc2CNc3ccnc4cc(Cl)ccc34,c1ccc(CNCc2ccccc2CNc2ccnc3ccccc23)nc1,1,4071
375,CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,0,8032
6313,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C(=Cc7ncc(F)c1c67)F,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1,0,2463
260,OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O,c1ccncc1,0,7399
514,Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,O=C(c1ccccc1)N1CCC(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,1,2394
5096,COC1COCCC1N[C@@H]2C[C@H]3C[C@@H](C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(F)(F)F,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,4123
6901,CN1CCCC1CCc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,c1ccc(Cn2c(CCC3CCCN3)nc3ccccc32)cc1,1,2601
5657,Cc1ccccc1[C@H]2C[C@H](CC[C@@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)NCc6ccc(Cl)cc6,O=C(C1CCC(NCc2ccccc2)CC1c1ccccc1)N1CC(c2ccccc2)(c2ccccc2)C1,1,3711
5735,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(=O)OCC(C)C,O=C(N1CCc2ncccc2C1)C12CNCC1CC(NC1CCOCC1)C2,0,6927
7421,FC(F)CN1C(=O)Oc2ccc(cc12)c3ccc(C[C@H](NC(=O)[C@@H]4CNCCCO4)C#N)cc3,O=C(NCCc1ccc(-c2ccc3oc(=O)[nH]c3c2)cc1)C1CNCCCO1,0,7998
6771,COc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,1,4367
7153,Cc1ccccc1N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,1743
4577,CCCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4cccnc4C2=O,O=c1c2ncccc2c(Cc2ccccc2)nn1CC1CCCN1,1,3143
552,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccccc1,0,2327
4195,CCOC(=O)C1CCN(CCCOc2ccc(cc2)S(=O)(=O)N)CC1,c1ccc(OCCCN2CCCCC2)cc1,0,2894
3274,Cl.CCC(CCNC)Oc1cc(Cl)ccc1C#N,c1ccccc1,0,8056
5684,CCCCCCCN(CC)CC#CCc1ccc(Cl)cc1,c1ccccc1,1,2471
2096,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(F)c1,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,4891
1240,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc6nc(oc6c5CC4)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCN3CCc4ccc5ncoc5c4CC3)[nH]2)c2cccnc2c1,1,2727
5653,Fc1cc(ccn1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccc(Cl)cc5,O=C(NC(c1ccccc1)c1ccncc1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,3453
1731,CS(=O)(=O)c1ccc(OCC2CC2)c(c1)C(=O)N3CCN(CC3)c4ccc(cc4F)C#N,O=C(c1ccccc1OCC1CC1)N1CCN(c2ccccc2)CC1,1,7012
6995,CCS(=O)(=O)n1cc2CN(Cc2n1)[C@H]3CO[C@@H]([C@@H](N)C3)c4cc(F)ccc4F,c1ccc(C2CCC(N3Cc4c[nH]nc4C3)CO2)cc1,0,6045
6376,NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCC=C.OC(=O)C(F)(F)F,c1ccc(C2CC2)cc1,1,255
2365,Fc1ccc(cc1C#N)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,c1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cc1,1,4288
5500,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@@H]3CC[C@@H](CC3)NCC4Cc5ccc(Cl)cc5C4,c1ccc2c(c1)CC(CNC1CCC(n3cnc4ccccc43)CC1)C2,1,2904
3248,COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,O=C(CC1CN(CCc2ccccc2)CC1c1ccccc1)Nc1ccccc1,1,4760
2957,Cl.Cc1ncoc1c2nnc(SCCCN[C@@H]3CC4C[C@@]4(C3)c5ccc(cc5F)C(F)(F)F)n2C,c1ccc(C23CC(NCCCSc4nnc(-c5cnco5)[nH]4)CC2C3)cc1,1,7110
874,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc(OCCCN(C5CC5)C6CC6)c(F)c4)CC3,O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)cc2)CC1)c1cc(=O)c2ccccc2o1,1,414
2995,COc1ccccc1c2oc3cccc(C(=O)N[C@@H]4CN5CCC4CC5)c3n2,O=C(NC1CN2CCC1CC2)c1cccc2oc(-c3ccccc3)nc12,1,5579
7583,CCc1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c5nc(CCC(=O)O)ccc5c1,c1cnc2c(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,0,377
5521,CC(=O)Nc1cc(Nc2cc(NC3COC3)n4ncc(C#N)c4n2)c(F)cc1C5CC5,c1cc2nc(Nc3ccc(C4CC4)cc3)cc(NC3COC3)n2n1,0,735
4239,CN(CCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5,O=C(CCNC(=O)c1ccc2[nH]c3c(c2c1)CC(C1CCOCC1)CC3)NC1CC1,0,1964
6228,COc1ccc2C=CC(=O)N(C[C@H](N)[C@@H]3CC[C@H](CC3)NCc4ncc5OCC(=O)Nc5n4)c2c1,O=C1COc2cnc(CNC3CCC(CCn4c(=O)ccc5ccccc54)CC3)nc2N1,0,1581
3671,Cn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@H](CO)CC3)c4cc(ccc14)C(F)(F)F,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1,0,1260
2345,CC1(C)Oc2c(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccc(N)cn5)cccc2C1(F)F,O=C(c1ccccn1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,0,8092
2475,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(cc6)C(C)(C)C)n3C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,2415
6551,C1CCC(CC1)C2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6cnccn6,c1ccc2c3c([nH]c2c1)C(C1CCCCC1)NC(c1nc(-c2cnccn2)c[nH]1)C3,1,2534
3432,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4,O=c1c2ccccc2ccc2ncc(-c3ccccc3)cc12,1,4140
605,CCCCCCCCc1ccc(O)cc1,c1ccccc1,0,3854
2915,Cc1oc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)cc1,c1ccc(OC2CC3CCC(C2)N3Cc2ccco2)cc1,1,4232
6510,O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4cc(F)ccc4F)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,1,1981
1369,CNCc1ccc(Cl)cc1Oc2ccc(F)c(c2)C(F)(F)F,c1ccc(Oc2ccccc2)cc1,1,7801
20,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,O=c1c(-c2ccccc2)coc2ccccc12,0,8110
2826,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,0,5325
5399,CC(=O)N1CCN(CCOc2ccc(cc2)C3(O)CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,c1cc(C2CCN(c3ccc4nncn4n3)CC2)ccc1OCCN1CCNCC1,0,55
1938,CCCCC(NC(=O)CC1CCN(Cc2ccn(c2)c3ccc(cc3)C(F)(F)F)CC1)c4ccc(OC)nc4,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NCc1cccnc1,1,2661
3357,CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ncn4)C(F)(F)F,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccncn2)CC1,0,3555
5384,CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO,O=C(Nc1cnccn1)C(CC1CCCC1)c1ccccc1,0,7974
998,CN1Cc2cc3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2C1=O,O=C1NCc2cc3c(cc21)CCN(CCCCSc1nnc(-c2cccc4ncccc24)[nH]1)CC3,0,91
6455,O=C1COc2ccc(CNC34CCC(CCc5c(cnc6ccc(nc56)C#N)C#N)(CC3)OC4)nc2N1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,4432
8177,COc1ccc2C=CC(=O)N(C[C@H](N)[C@@H]3CC[C@H](CO3)NCc4ccc5OCC(=O)Nc5n4)c2n1,O=C1COc2ccc(CNC3CCC(CCn4c(=O)ccc5cccnc54)OC3)nc2N1,0,4707
1001,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc6oc(nc6c5CC4)C(F)(F)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCN3CCc4ccc5ocnc5c4CC3)[nH]2)c2cccnc2c1,1,3490
7160,Cn1cc(cn1)c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cn[nH]c5)[nH]4)CC32)cc1,1,4314
7475,CC(C)S(=O)(=O)NCCN1CC2CN(CCCOc3ccc(cc3)C#N)CC(C1)O2,c1ccc(OCCCN2CC3CNCC(C2)O3)cc1,0,5048
2381,CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N4CCNCC4,O=c1[nH]c2cc(-c3cccnc3)ncc2nc1N1CCNCC1,1,2417
2989,Cc1nc2ccccc2n1C3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C5CCSCC5)c6cccc(F)c6,O=C(NC(CCN1C2CCC1CC(n1cnc3ccccc31)C2)c1ccccc1)C1CCSCC1,1,1444
6732,Cc1nsc(n1)c2nnc3[C@@H](CCO)N(CCn23)C(=O)c4ccc(F)cc4,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,6723
3279,CC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1,1,6376
6039,COC1COCCC1N(CCCO)[C@@H]2C[C@H]3OCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F,O=C(N1CCc2ncccc2C1)C12CCOC1CC(NC1CCOCC1)C2,0,3950
6318,OC1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C=C(Cl)c7ncc(F)c1c67,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1,0,2209
1394,CCN([C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C3CCC3)c4ccccc4)C(=O)Cc5ccc(OC)cc5,O=C(Cc1ccccc1)NC1CC2CCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1,1,2625
5218,CC(C)(c1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4)S(=O)(=O)C,c1cc(-c2nccc(N3CCOCC3)n2)c2cc[nH]c2c1,0,5940
1089,C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(Cc3ccccc3)CC2,c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1,1,2335
5194,Cc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(C)cc3)[n+]2C,C(#Cc1cccc(C#Cc2ccccc2)[nH+]1)c1ccccc1,1,1440
3214,CC(=O)NC(=O)C1CCC(CC1)C2N=CC(=N2)c3cccc(Br)c3,C1=NC(C2CCCCC2)N=C1c1ccccc1,1,3290
5181,Cc1ccc(OCCCc2cc(N)cc(CCCOc3ccc(C)cc3)n2)cc1,c1ccc(OCCCc2cccc(CCCOc3ccccc3)n2)cc1,1,3678
178,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1,0,2195
547,O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(cc4)C(F)(F)F)cc1)c5cccnc5,O=S(=O)(Nc1ccc(CCNCCc2cccnc2)cc1)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,1,1186
5075,O=P(NCc1ccccc1c2cccnc2)(c3ccccc3)c4ccccc4,O=P(NCc1ccccc1-c1cccnc1)(c1ccccc1)c1ccccc1,0,1946
3769,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3cccc(c3)C(F)(F)F)CC1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,4074
7988,Nc1nccn2c(nc(c3ccc(cc3F)C(=O)Nc4cc(ccn4)C(F)(F)F)c12)[C@@H]5CCCN(C5)C6CCOCC6,O=C(Nc1ccccn1)c1ccc(-c2nc(C3CCCN(C4CCOCC4)C3)n3ccncc23)cc1,1,8224
1321,CC(C)(C)c1ccc(NC(=O)N2CCN(CC2)c3ncccc3Cl)cc1,O=C(Nc1ccccc1)N1CCN(c2ccccn2)CC1,1,7688
1935,C[C@H]1[C@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3,O=S1(=O)CC(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc21,1,107
1345,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14,O=C(c1cccnc1)N1CCC2(CC1)N=Cc1ccccc1N2,1,2765
7844,CN1N=C(C=CC1=O)N2CCOC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2,O=C1OCc2cc(CCN3CCC4(CC3)CN(c3ccc(=O)[nH]n3)CCO4)ccc21,0,7893
580,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3cccc(Cl)c3C#N,c1ccc(OCCCNCCc2ccc3ccccc3c2)cc1,1,4823
534,Cc1cccc(C)c1NC(=O)CN2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2,O=C(CN1CCN(CCCC(c2ccccc2)c2ccccc2)CC1)Nc1ccccc1,1,2067
2151,OC(=O)CC(NC(=O)NC1CCN(Cc2ccn(c2)c3ccc(cc3)C(F)(F)F)CC1)c4ccccc4,O=C(NCc1ccccc1)NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1,0,5136
1815,CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H]1OC(=O)C)N2N=CC(=O)NC2=O,O=c1cnn(C2CCCO2)c(=O)[nH]1,0,1276
1355,CNCc1ccc(Br)cc1Oc2ccc(Cl)c(Cl)c2,c1ccc(Oc2ccccc2)cc1,1,5296
4438,O=C1CCc2ncccc2N1CCCN3CCC(CC3)N4C(=O)Nc5ccccc45,O=C1CCc2ncccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0,7986
7,CC(=O)Nc1nnc(s1)S(=O)(=O)N,c1nncs1,0,7622
6506,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCOc5c4)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(c3)OCO4)(CC1)CO2,0,1634
302,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,1,5500
2231,CC(C)(C)c1ccc(cc1)N2CCN(CCN3Cc4ccccc4C3)C2=O,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccccc1,1,1723
4803,COc1cccc(c1)c2c(cc3ccccn23)C(=O)N4CCCCC4CO,O=C(c1cc2ccccn2c1-c1ccccc1)N1CCCCC1,0,5752
683,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5ncoc5c4)CC3,O=C(NC1CCN(Cc2ccc3ncoc3c2)CC1)c1cc(=O)c2ccccc2o1,0,5309
2205,CN1CC[C@H](C1)N(Cc2ccccc2C(F)(F)F)c3ccc(C#N)c(Cl)c3,c1ccc(CN(c2ccccc2)C2CCNC2)cc1,1,2447
419,CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,O=C1NCC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1,0,1182
2570,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4onc(c4C)c5ccc(Cl)cc5,c1ccc(-c2cc(-c3ccc4cc(CCN5CCCC5)ccc4n3)on2)cc1,1,2132
2922,C[C@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccccc4,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,7009
5642,CN1[C@@H]2CCC[C@H]1C[C@@H](C2)NC(=O)c3cccc4oc(nc34)C5CC5,O=C(NC1CC2CCCC(C1)N2)c1cccc2oc(C3CC3)nc12,1,3576
4806,CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,O=C1COc2ccc(CNC3CCN(CCn4c(=O)cnc5ccccc54)CC3)nc2N1,0,5123
3142,O=C1C=C(OCc2ccccc2)C=CN1c3ccc(OCCN4CCCCC4)cc3,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCCC2)cc1,1,5050
7689,Fc1ccc(cc1)S(=O)(=O)NCCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,1434
7387,C[C@@H](N)C(=O)N1CCC(CC1)n2nc(C)c(Nc3ncc(Cl)c(n3)c4cnn5ccccc45)c2C,c1ccn2ncc(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)c2c1,0,2645
392,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)O,O=C(NC1C(=O)N2CCSC12)C(NC(=O)N1CCNC1=O)c1ccccc1,0,2882
5220,CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,c1cc(-c2nc(C3CCOCC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,0,1323
3990,COc1cc(NCC2CCNCC2)nc3c1nnn3c4cccc(c4)N(C)C,c1ccc(-n2nnc3ccc(NCC4CCNCC4)nc32)cc1,0,750
1717,N#Cc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,5886
827,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(n4C)C(F)(F)F)CCc3c2,c1nnc(SCCCN2CCc3ccc(-c4ccon4)cc3CC2)[nH]1,1,5302
2029,Clc1ccc(cc1)[C@H](OC2CN(C2)C(=O)N3CCCCC3)c4cccnc4Cl,O=C(N1CCCCC1)N1CC(OC(c2ccccc2)c2cccnc2)C1,0,3996
7559,C(COc1ccc(CCCN2CCN(CC2)c3cccc4cccnc34)cc1)CN5CCCCCC5,c1cnc2c(N3CCN(CCCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,1,7850
2387,FC(F)(F)c1cc(Nc2ccccc2)nc(NCc3ccccn3)n1,c1ccc(Nc2ccnc(NCc3ccccn3)n2)cc1,0,1299
830,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2,c1cc(-c2nnc(SCCCN3CCc4ccc(-c5ncco5)cc4CC3)[nH]2)c2cccnc2c1,1,7964
5246,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4cccnc4,O=C(NCc1cccnc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,2255
7999,Cn1cc(cn1)c2ccc(Nc3nn(cc3C(=O)N)[C@H]4COCC[C@@H]4C#N)cc2,c1cc(-c2cn[nH]c2)ccc1Nc1ccn(C2CCCOC2)n1,0,7073
4074,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(C4CCCCC4)c5ccccc5)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(c1ccccc1)C1CCCCC1,1,2278
2812,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,O=C1C=C2CCC3C(CCC4C3CC3OCOC34)C2CC1,0,1856
7910,CN(Cc1ccc(cc1)C(F)(F)F)c2cc(ncn2)C(=O)Nc3ccc(cc3)N4CCN(C)CC4,O=C(Nc1ccc(N2CCNCC2)cc1)c1cc(NCc2ccccc2)ncn1,1,1257
6091,COc1cnc2C=CC(=O)N(CCN3CC[C@@H](NCc4cnc(C)c(c4)C#N)[C@@H](F)C3)c2c1,O=c1ccc2ncccc2n1CCN1CCC(NCc2cccnc2)CC1,0,3739
4493,C1CC(CCO1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,3376
6680,OC1=CNC(=CC1=O)CCOc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OCCc7cc(=O)cc[nH]7)nc56)(CC3)OC4)nc2N1,1,4155
7176,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5cc(Cl)cc(Cl)c5)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,1,6644
2026,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)N4CC(C4)N5CCS(=O)(=O)CC5)c2,O=C(NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CC(N2CCS(=O)(=O)CC2)C1,0,3195
4707,Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,3336
608,COc1ccc(cc1)[C@@H](O)C[C@@H]2N(C)CCc3cc(OC)c(OC)cc23,c1ccc(CCC2NCCc3ccccc32)cc1,1,6477
7131,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5ccnnc5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5ccnnc5)[nH]4)CC32)cc1,1,5251
1915,Clc1cccc(OC(C2CCNCC2)c3ccccc3)c1Cl,c1ccc(OC(c2ccccc2)C2CCNCC2)cc1,1,4622
7262,CC(C)(C)NC(=O)C1N(Cc2ccccc2c3ccccc3)C(=O)c4cc(ccc14)C#N,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,3762
5700,CCCCCCCN(CC)CC#CCOC(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,1,6432
1491,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2,O=C(COc1ccccc1)NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1,1,3820
7630,Fc1cc(ccc1OCCN2CC3CN(CCCNS(=O)(=O)c4ccccc4)CC(C2)O3)C#N,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,7608
967,CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(F)c3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3ccccc3)CC2)C1,1,494
3068,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3cccc(c3)S(=O)(=O)C,c1ccc(-c2ccc(C3CCNC3)cc2)cc1,0,2006
6657,Cc1cc(NCc2c(F)cccc2C(F)(F)F)c3cccc(C(=O)N)c3n1,c1ccc(CNc2ccnc3ccccc23)cc1,1,1962
7695,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@H]4c5ccc(cc5F)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,185
6636,ONC(=O)CCCCCCC(=O)Nc1ccc2ccnc(Nc3ccc(Br)cc3F)c2c1,c1ccc(Nc2nccc3ccccc23)cc1,0,1807
325,Clc1ccc(CSC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,0,5928
4587,[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc(cc3)c4occn4)CC2)cc1,c1ccc(CCN2CCN(CCc3ccc(-c4ncco4)cc3)CC2)cc1,1,4103
